"OPCUNO";"OPADRT";"OPADID";"OPCUNM";"OPCUA1";"OPCUA2";"OPCUA3";"OPCUA4";"OPTOWN";"OPPONO";"OPECAR";"OPMODL";"OPPHNO";"OPCSCD";"OPVRNO";"OPFVDT";"OPLVDT";"OPBCKO";"OPPADL";"OKDIVI";"OKCUNO";"OKSTAT";"OKCUCL";"OKCUTP";"OKADID";"OKSMCD";"OKCUCD";"OKDTFM";"OKSDST";"OKPYNO";"OKLHCD";"OKBLCD";"OKCFC1";"OKCFC2";"OKCFC3";"OKCFC4";"OKCFC5";"OKCFC6";"OKCFC7";"OKCFC8";"OKCFC9";"OKCFC0";"OKFACI";"OKEMAL";"OCCUNO";"OCASCD";"OCFDAT";"OCTDAT"
"70149933";"1";"49124";"EITA - ESAT GERARD CORRE";"EITA";"28 BIS RUE DE LA GIBAUDIERE";"49124 SAINT BARTHELEMY D'ANJOU";"";"ST BARTHELEMY D'ANJO";"49124";"49";"CAM";"";"FR";"";"20150101";"99999999";"1";"1";"510";"70149933";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"atelier@eita49.fr";"70149933";"POSTE";"20181204";"20210101"
"70149933";"1";"49124";"EITA - ESAT GERARD CORRE";"EITA";"28 BIS RUE DE LA GIBAUDIERE";"49124 SAINT BARTHELEMY D'ANJOU";"";"ST BARTHELEMY D'ANJO";"49124";"49";"CAM";"";"FR";"";"20150101";"99999999";"1";"1";"510";"70149933";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"atelier@eita49.fr";"70149933";"CWFR";"20181204";"20230101"
"70150003";"1";"";"CYCLES 14 I8E8";".";"1 BOULEVARD DE LE DOLLE";"50000 SAINT LO";"";"SAINT LO";"50000";"50";"CAM";"0233575491";"FR";"74393250469";"0";"99999999";"1";"1";"510";"70150003";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"70114083";"FR";"2";"N1";".00";"12";"710";"";"";".00";"TRA";"LIB";"E";"";"cycles14stlo@orange.fr";"70150003";"CWFR";"20040101";"20230101"
"70150014";"1";"";"ETS MASSIEU SEBASTIEN I0 ER";".";"12 RUE SAINTE MARIE";"50630 QUETTEHOU";"";"QUETTEHOU";"50630";"50";"CAM";"0233541363";"FR";"69484101993";"0";"99999999";"1";"1";"510";"70150014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"NA2";"400.00";"12";"710";"";"";"280.00";"TRA";"LIB";"T";"";"etslesage.massieu@wanadoo.fr";"70150014";"CWFR";"20060301";"20230101"
"70150014";"1";"";"ETS MASSIEU SEBASTIEN I0 ER";".";"12 RUE SAINTE MARIE";"50630 QUETTEHOU";"";"QUETTEHOU";"50630";"50";"CAM";"0233541363";"FR";"69484101993";"0";"99999999";"1";"1";"510";"70150014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"NA2";"400.00";"12";"710";"";"";"280.00";"TRA";"LIB";"T";"";"etslesage.massieu@wanadoo.fr";"70150014";"F/GIT";"20051005";"20210101"
"70150014";"1";"";"ETS MASSIEU SEBASTIEN I0 ER";".";"12 RUE SAINTE MARIE";"50630 QUETTEHOU";"";"QUETTEHOU";"50630";"50";"CAM";"0233541363";"FR";"69484101993";"0";"99999999";"1";"1";"510";"70150014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"NA2";"400.00";"12";"710";"";"";"280.00";"TRA";"LIB";"T";"";"etslesage.massieu@wanadoo.fr";"70150014";"F/PGT";"20100901";"20210101"
"70150014";"1";"";"ETS MASSIEU SEBASTIEN I0 ER";".";"12 RUE SAINTE MARIE";"50630 QUETTEHOU";"";"QUETTEHOU";"50630";"50";"CAM";"0233541363";"FR";"69484101993";"0";"99999999";"1";"1";"510";"70150014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"NA2";"400.00";"12";"710";"";"";"280.00";"TRA";"LIB";"T";"";"etslesage.massieu@wanadoo.fr";"70150014";"POSTE";"20110101";"20210101"
"70150016";"1";"";"CYCLES AND CO I5E5";"LEMONNIER ARNAUD";"ZI DU CHATEAU DE LA MARE";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0233466986";"FR";"64485012207";"0";"99999999";"1";"1";"510";"70150016";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"710";"1";"";".00";"TRA";"LIB";"";"";"cyclesandco@wanadoo.fr";"70150016";"CWFR";"20060515";"20230101"
"70150018";"1";"50110";"LA PASSION DU 2 ROUES CITY";".";"395 RUE JEAN MOULIN";"50110 TOURLAVILLE";"";"TOURLAVILLE";"50110";"";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70150018";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"";"";"p2rbrix@sfr.fr";"70150018";"CWFR";"20080226";"20230101"
"70150018";"1";"";"LA PASSION DU 2 ROUES E6";"ZA LE MONT A LA KAINE";"19 ROUTE PIERRE DE BELLEVILLE";"50700 BRIX";"";"BRIX";"50700";"50";"CAM";"0233523106";"FR";"03501834444";"0";"99999999";"1";"1";"510";"70150018";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"";"";"p2rbrix@sfr.fr";"70150018";"CWFR";"20080226";"20230101"
"70150022";"1";"";"DOMICILE BIKE R";"MR TEDY VANEME";"LE BOURG";"50800 ROUFFIGNY";"";"ROUFFIGNY";"50800";"50";"CAM";"0610331347";"FR";"00750917858";"0";"99999999";"1";"1";"510";"70150022";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"E";".00";"TRA";"LIB";"T";"";"domicilebike@hotmail.fr";"70150022";"POSTE";"20130601";"20210101"
"70150023";"1";"";"ZONE 8 SARL V0 E6";".";"8 BOULEVARD ALSACE LORRAINE";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0233451852";"FR";"69483695854";"0";"99999999";"1";"1";"510";"70150023";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N2";"200.00";"12";"710";"";"";"100.00";"TRV";"FID";"E";"";"sarlzone8@free.fr";"70150023";"POSTE";"20190101";"20210101"
"70150023";"1";"";"ZONE 8 SARL V0 E6";".";"8 BOULEVARD ALSACE LORRAINE";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0233451852";"FR";"69483695854";"0";"99999999";"1";"1";"510";"70150023";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N2";"200.00";"12";"710";"";"";"100.00";"TRV";"FID";"E";"";"sarlzone8@free.fr";"70150023";"CWFR";"20130501";"20230101"
"70150023";"1";"";"ZONE 8 SARL V0 E6";".";"8 BOULEVARD ALSACE LORRAINE";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0233451852";"FR";"69483695854";"0";"99999999";"1";"1";"510";"70150023";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N2";"200.00";"12";"710";"";"";"100.00";"TRV";"FID";"E";"";"sarlzone8@free.fr";"70150023";"F/GIT";"20130612";"20210101"
"70150023";"1";"";"ZONE 8 SARL V0 E6";".";"8 BOULEVARD ALSACE LORRAINE";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0233451852";"FR";"69483695854";"0";"99999999";"1";"1";"510";"70150023";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N2";"200.00";"12";"710";"";"";"100.00";"TRV";"FID";"E";"";"sarlzone8@free.fr";"70150023";"F/PGT";"20130501";"20210101"
"70150024";"1";"";"MAXIMUM SARL I9E6";".";"118 ROUTE DE VILLEDIEU";"50400 YQUELON";"";"YQUELON";"50400";"50";"CAM";"0233500696";"FR";"88326534294";"0";"99999999";"1";"1";"510";"70150024";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"660.00";"12";"710";"";"";"300.00";"TRA";"LIB";"T";"";"maximum1@orange.fr";"70150024";"CWFR";"20140101";"20230101"
"70150025";"1";"";"MICHEL PRIEUR SARL I8E6";".";"ROUTE DE VIRE";"50140 LE NEUFBOURG";"";"LE NEUFBOURG";"50140";"50";"CAM";"0233590014";"FR";"69453327967";"0";"99999999";"1";"1";"510";"70150025";"20";"LTT";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"1";"N2";"200.00";"12";"710";"";"";"100.00";"TRA";"LIB";"E";"";"michelprieur.gge@orange.fr";"70150025";"CWFR";"20150101";"20230101"
"70150026";"1";"001";"WEB CYCLE";"134 RUE DE MORTAIN";"";"50600 SAINT HILAIRE DU HARCOUET";"";"ST HILAIRE DU HARCOU";"50600";"50";"CAM";"09-50-17-45-26";"FR";"";"0";"99999999";"1";"1";"510";"70150026";"20";"LTR";"0";"001";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"T";"";"contact@web-cycle.fr";"70150026";"CWFR";"20131121";"20230101"
"70150026";"1";"";"GOUAULT GRASSET SARL I7E7";".";"SA DE LA FOSSE AUX LOUPS";"50600 SAINT HILAIRE DU HARCOUET";"";"ST HILAIRE DU HARCOU";"50600";"50";"CAM";"0950174526";"FR";"12519440820";"0";"99999999";"1";"1";"510";"70150026";"20";"LTR";"0";"001";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"T";"";"contact@web-cycle.fr";"70150026";"CWFR";"20131121";"20230101"
"70150030";"1";"";"CYCLES DES MARAIS I0 ER";"MR YANN VASSELIN";"ZA DU FOIRAIL ROUTE AMERICAINE";"50500 CARENTAN";"";"CARENTAN";"50500";"50";"CAM";"0233423028";"FR";"91803542562";"0";"99999999";"1";"1";"510";"70150030";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"60.00";"12";"710";"1";"";"60.00";"TRA";"LIB";"T";"";"yann.vasselin@hotmail.fr";"70150030";"CWFR";"20140701";"20230101"
"70150030";"1";"";"CYCLES DES MARAIS I0 ER";"MR YANN VASSELIN";"ZA DU FOIRAIL ROUTE AMERICAINE";"50500 CARENTAN";"";"CARENTAN";"50500";"50";"CAM";"0233423028";"FR";"91803542562";"0";"99999999";"1";"1";"510";"70150030";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"60.00";"12";"710";"1";"";"60.00";"TRA";"LIB";"T";"";"yann.vasselin@hotmail.fr";"70150030";"F/GIT";"20140701";"20210101"
"70150030";"1";"";"CYCLES DES MARAIS I0 ER";"MR YANN VASSELIN";"ZA DU FOIRAIL ROUTE AMERICAINE";"50500 CARENTAN";"";"CARENTAN";"50500";"50";"CAM";"0233423028";"FR";"91803542562";"0";"99999999";"1";"1";"510";"70150030";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"60.00";"12";"710";"1";"";"60.00";"TRA";"LIB";"T";"";"yann.vasselin@hotmail.fr";"70150030";"F/PGT";"20141101";"20210101"
"70150030";"1";"";"CYCLES DES MARAIS I0 ER";"MR YANN VASSELIN";"ZA DU FOIRAIL ROUTE AMERICAINE";"50500 CARENTAN";"";"CARENTAN";"50500";"50";"CAM";"0233423028";"FR";"91803542562";"0";"99999999";"1";"1";"510";"70150030";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"60.00";"12";"710";"1";"";"60.00";"TRA";"LIB";"T";"";"yann.vasselin@hotmail.fr";"70150030";"POSTE";"20141014";"20210101"
"70150031";"1";"";"O'BRIEN BIKE I20E7";"MR PATRICK BRIEN";"101 RUE DU GENERAL DE GAULLE";"50120 EQUEURDREVILLE-HAINNEVILLE";"";"EQUEURDREVILLE";"50120";"50";"CAM";"0233932988";"FR";"96517837050";"0";"99999999";"1";"1";"510";"70150031";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"100.00";"12";"710";"";"";"100.00";"TRA";"LIB";"E";"";"obrienbike@gmail.com";"70150031";"F/BIA";"20150101";"20200801"
"70150031";"1";"";"O'BRIEN BIKE I20E7";"MR PATRICK BRIEN";"101 RUE DU GENERAL DE GAULLE";"50120 EQUEURDREVILLE-HAINNEVILLE";"";"EQUEURDREVILLE";"50120";"50";"CAM";"0233932988";"FR";"96517837050";"0";"99999999";"1";"1";"510";"70150031";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"100.00";"12";"710";"";"";"100.00";"TRA";"LIB";"E";"";"obrienbike@gmail.com";"70150031";"CWFR";"20150101";"20230101"
"70150032";"1";"";"JP CYCLES EURL I8E7";".";"25-27 RUE CAMBETTA";"50800 VILLEDIEU LES POELES";"";"VILLEDIEU LES POELES";"50800";"50";"CAM";"0782277588";"FR";"03811033133";"0";"99999999";"1";"1";"510";"70150032";"20";"LTT";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"1";"N1";"130.00";"12";"710";"";"";"130.00";"TRA";"LIB";"E";"";"jpcarpentiergw@me.com";"70150032";"CWFR";"20150901";"20230101"
"70150033";"1";"";"ESPRIT VELO LGT CYCLES SARL E7R";".";"62 LE FLANQUET   LA BIJUDE";"50180 AGNEAUX";"";"AGNEAUX";"50180";"50";"CAM";"0233756585";"FR";"12819739434";"0";"99999999";"1";"1";"510";"70150033";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";"350.00";"12";"710";"1";"";"350.00";"TRA";"TRA";"";"";"espritvelo.agneaux@gmail.com";"70150033";"CWFR";"20160101";"20230101"
"70150033";"1";"";"ESPRIT VELO LGT CYCLES SARL E7R";".";"62 LE FLANQUET   LA BIJUDE";"50180 AGNEAUX";"";"AGNEAUX";"50180";"50";"CAM";"0233756585";"FR";"12819739434";"0";"99999999";"1";"1";"510";"70150033";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";"350.00";"12";"710";"1";"";"350.00";"TRA";"TRA";"";"";"espritvelo.agneaux@gmail.com";"70150033";"POSTE";"20160101";"20210101"
"70150036";"1";"";"CENTRE MOTOCULTURE TEILLEULAIS I9E6";".";"12 PARC D'ACTIVITE DE LA POMMERAIE";"50640 LE TEILLEUL";"";"LE TEILLEUL";"50640";"50";"CAM";"0233492901";"FR";"33819934993";"0";"99999999";"1";"1";"510";"70150036";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"140.00";"";"710";"";"";"70.00";"TRA";"LIB";"T";"";"motoculture.teilleulais@orange.fr";"70150036";"CWFR";"20160101";"20230101"
"70150037";"1";"";"VRC-VELO RACING CLUB SARL E6";".";"ZAC DE LA CROIX CARREE";"50180 AGNEAUX";"";"AGNEAUX";"50180";"50";"CAM";"0233055740";"FR";"10531131712";"0";"99999999";"1";"1";"510";"70150037";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"";"";"vrc.agneaux@orange.fr";"70150037";"POSTE";"20161001";"20210101"
"70150037";"1";"";"VRC-VELO RACING CLUB SARL E6";".";"ZAC DE LA CROIX CARREE";"50180 AGNEAUX";"";"AGNEAUX";"50180";"50";"CAM";"0233055740";"FR";"10531131712";"0";"99999999";"1";"1";"510";"70150037";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"";"";"vrc.agneaux@orange.fr";"70150037";"CWFR";"20161001";"20230101"
"70150038";"1";"";"ES SPORT SARL E7";".";"49 RUE DIVISION LECLERC";"50300 AVRANCHES";"";"AVRANCHES";"50300";"50";"CAM";"0233616572";"FR";"29794370189";"0";"99999999";"1";"1";"510";"70150038";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"contact@planete-velo.net";"70150038";"CWFR";"20060601";"20230101"
"70150039";"1";"";"GUILLAUME MOTOCULTURE CYCLES SARL";".";"43 RUE CHARLES DE GAULLE";"50660 QUETTREVILLE SUR SIENNE";"";"QUETTREVILLE SUR SIE";"50660";"50";"CAM";"0233475431";"FR";"53834347098";"0";"99999999";"1";"1";"510";"70150039";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"";".00";"";"710";"1";"";".00";"";"LIB";"E";"";"b.guillaume50@outlook.fr";"70150039";"CWFR";"20060601";"20250101"
"70150039";"1";"";"GUILLAUME MOTOCULTURE CYCLES SARL";".";"43 RUE CHARLES DE GAULLE";"50660 QUETTREVILLE SUR SIENNE";"";"QUETTREVILLE SUR SIE";"50660";"50";"CAM";"0233475431";"FR";"53834347098";"0";"99999999";"1";"1";"510";"70150039";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"";".00";"";"710";"1";"";".00";"";"LIB";"E";"";"b.guillaume50@outlook.fr";"70150039";"F/GIT";"20010310";"20250101"
"70150051";"1";"";"KERHIR JEAN CHARLES P8E7R";"CHERBOURG OCTEVILLE";"31 BLD SCHUMAN";"50100 CHERBOURG";"";"CHERBOURG";"50100";"50";"CAM";"0233530438";"FR";"86318430105";"0";"99999999";"1";"1";"510";"70150051";"90";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"NA2";"80.00";"12";"710";"1";"";".00";"TRV";"EXC";"T";"";"kherhir.jcharles@wanadoo.fr";"NULL";"NULL";"NULL";"NULL"
"70150063";"1";"";"LHOUTELLIER MR V20 E7R";"PARC DE LA BAIE BP 433";"ST MARTIN DES CHAMPS";"50304 AVRANCHES CEDEX";"";"AVRANCHES CEDEX";"50304";"50";"CAM";"0233890110";"FR";"23343333282";"0";"99999999";"1";"1";"510";"70150063";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NB2";"330.00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"michel.lhoutellier@wanadoo.fr";"70150063";"POSTE";"20110101";"20210101"
"70150063";"1";"";"LHOUTELLIER MR V20 E7R";"PARC DE LA BAIE BP 433";"ST MARTIN DES CHAMPS";"50304 AVRANCHES CEDEX";"";"AVRANCHES CEDEX";"50304";"50";"CAM";"0233890110";"FR";"23343333282";"0";"99999999";"1";"1";"510";"70150063";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NB2";"330.00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"michel.lhoutellier@wanadoo.fr";"70150063";"F/GIT";"20010910";"20200831"
"70150063";"1";"";"LHOUTELLIER MR V20 E7R";"PARC DE LA BAIE BP 433";"ST MARTIN DES CHAMPS";"50304 AVRANCHES CEDEX";"";"AVRANCHES CEDEX";"50304";"50";"CAM";"0233890110";"FR";"23343333282";"0";"99999999";"1";"1";"510";"70150063";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NB2";"330.00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"michel.lhoutellier@wanadoo.fr";"70150063";"CWFR";"20040101";"20230101"
"70150063";"1";"";"LHOUTELLIER MR V20 E7R";"PARC DE LA BAIE BP 433";"ST MARTIN DES CHAMPS";"50304 AVRANCHES CEDEX";"";"AVRANCHES CEDEX";"50304";"50";"CAM";"0233890110";"FR";"23343333282";"0";"99999999";"1";"1";"510";"70150063";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NB2";"330.00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"michel.lhoutellier@wanadoo.fr";"70150063";"F/PGT";"20100901";"20200831"
"70150071";"1";"";"JORET PHILIPPE MR I8E7R";".";"43 RUE CHARLES DE GAULLE";"50660 QUETTREVILLE SUR SIENNE";"";"QUETTREVILLE SUR SIE";"50660";"50";"CAM";"0233475431";"FR";"81349111559";"0";"99999999";"1";"1";"510";"70150071";"90";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"1";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"motoculture.joret@wanadoo.fr";"NULL";"NULL";"NULL";"NULL"
"70150909";"1";"";"ACCRO VELO ST LO R";"ELITE COMPANY";"200 AVENUE DE PARIS";"50000 SAINT LO";"";"SAINT LO";"50000";"50";"CAM";"0233756730";"FR";"79527474738";"0";"99999999";"1";"1";"510";"70150909";"90";"LAF";"0";"";"GIUD";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"T";"";"clement.accrovelo@bbox.fr";"NULL";"NULL";"NULL";"NULL"
"70150920";"1";"";"LA PASSION DU 2 ROUES CITY E6R";".";"395 RUE JEAN MOULIN";"50110 TOURLAVILLE";"";"TOURLAVILLE";"50110";"50";"CAM";"0233222639";"FR";"00501834444";"0";"99999999";"1";"1";"510";"70150920";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"70150018";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"";"";"p2rcitytourlaville@orange.fr";"70150920";"CWFR";"20130101";"20230101"
"70150920";"1";"";"LA PASSION DU 2 ROUES CITY E6R";".";"395 RUE JEAN MOULIN";"50110 TOURLAVILLE";"";"TOURLAVILLE";"50110";"50";"CAM";"0233222639";"FR";"00501834444";"0";"99999999";"1";"1";"510";"70150920";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"70150018";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"";"";"p2rcitytourlaville@orange.fr";"70150920";"POSTE";"20130101";"20210101"
"70150921";"1";"";"L'ATELIER DU VELO E5R";".";"4 RUE REMY DE GOURMOND";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0687392350";"FR";"00799616321";"0";"99999999";"1";"1";"510";"70150921";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"sebastienhoutteville@latelierduvelo.fr";"70150921";"POSTE";"20140101";"20210101"
"70150921";"1";"";"L'ATELIER DU VELO E5R";".";"4 RUE REMY DE GOURMOND";"50200 COUTANCES";"";"COUTANCES";"50200";"50";"CAM";"0687392350";"FR";"00799616321";"0";"99999999";"1";"1";"510";"70150921";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"sebastienhoutteville@latelierduvelo.fr";"70150921";"CWFR";"20140101";"20230101"
"70151002";"1";"";"COLMART ETS I8E8R";".";"1 RUE VICTIME DE LA GUERRE";"51600 SUIPPES";"";"SUIPPES";"51600";"51";"CAM";"0326700160";"FR";"39315041459";"0";"99999999";"1";"1";"510";"70151002";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"710";"";"";".00";"TRA";"LIB";"";"";"sarlcolmart@orange.fr";"70151002";"CWFR";"20070513";"20230101"
"70151002";"1";"";"COLMART ETS I8E8R";".";"1 RUE VICTIME DE LA GUERRE";"51600 SUIPPES";"";"SUIPPES";"51600";"51";"CAM";"0326700160";"FR";"39315041459";"0";"99999999";"1";"1";"510";"70151002";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"710";"";"";".00";"TRA";"LIB";"";"";"sarlcolmart@orange.fr";"70151002";"POSTE";"20110101";"20210101"
"70151008";"1";"";"COLLARD ET FILS SA R";"BP 130";"2 RUE LEPRINCE RINGUET";"51008 CHALONS EN CHAMPAGNE CEDEX";"";"CHALONS EN CHAMPAGNE";"51008";"51";"CAM";"0326653141";"FR";"70736620121";"0";"99999999";"1";"1";"510";"70151008";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"cycles@collardetfils.fr";"70151008";"POSTE";"20130101";"20210101"
"70151028";"1";"";"MR BIRON DIDIER E7";".";"58 JAMES GABRIEL LECOMTE";"51200 EPERNAY";"";"EPERNAY";"51200";"51";"3";"0326541087";"FR";"74326131513";"0";"99999999";"1";"1";"510";"70151028";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"T";"";"cycles.biron@dbmail.com";"70151028";"CWFR";"20090512";"20230101"
"70151030";"1";"";"CLV LE VACON E5";".";"17 ROUTE DE CONFLANS";"51260 MARCILLY SUR SEINE";"";"MARCILLY SUR SEINE";"51260";"51";"CAM";"0326811039";"FR";"66393045182";"0";"99999999";"1";"1";"510";"70151030";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"";"";".00";"TRA";"TRA";"";"";"clv.levacon@orange.fr";"70151030";"CWFR";"20120201";"20230101"
"70151031";"1";"";"SCOOT CASH E5R";".";"32 PLACE DES ARGONAUTES";"51100 REIMS";"";"REIMS";"51100";"51";"CAM";"0326062885";"FR";"05521854695";"0";"99999999";"1";"1";"510";"70151031";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"commercial@scootcash.fr";"70151031";"POSTE";"20130601";"20210101"
"70151032";"1";"";"JEANNETEAU ET FILS SARL";".";"LA PIERRE QUI TOURNE";"51480 OEUILLY";"";"OEUILLY";"51480";"51";"CAM";"0326599044";"FR";"49331903328";"0";"99999999";"1";"1";"510";"70151032";"20";"LTT";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"1";"N7";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"jeanneteau.philippe@wanadoo.fr";"70151032";"CWFR";"20130101";"20230101"
"70151034";"1";"";"DYNAMIK SAS I0 E8R";".";"49 RUE DU COLONEL SERVAGNAT";"51200 EPERNAY";"";"EPERNAY";"51200";"51";"CAM";"0326552290";"FR";"05791020092";"0";"99999999";"1";"1";"510";"70151034";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N1";"180.00";"12";"710";"";"";"60.00";"TRA";"LIB";"";"";"dynamik@hotmail.fr";"70151034";"CWFR";"20130201";"20230101"
"70151034";"1";"";"DYNAMIK SAS I0 E8R";".";"49 RUE DU COLONEL SERVAGNAT";"51200 EPERNAY";"";"EPERNAY";"51200";"51";"CAM";"0326552290";"FR";"05791020092";"0";"99999999";"1";"1";"510";"70151034";"20";"LTR";"0";"";"RBOGSYL";"EUR";"DMY";"MET";"";"FR";"0";"N1";"180.00";"12";"710";"";"";"60.00";"TRA";"LIB";"";"";"dynamik@hotmail.fr";"70151034";"F/PGT";"20130201";"20210101"
